time	zera	jedynki
3213	135156	128013
3214	135133	128036
3215	135110	128059
3216	135121	128048
3217	135184	127985
3218	135103	128066
3219	135132	128037
3220	135120	128049
3221	135165	128004
3222	135108	128061
3223	135162	128007
3224	135096	128073
3225	135154	128015
3226	135132	128037
3227	135138	128031
3228	135099	128070
3229	135184	127985
3230	135116	128053
3231	135126	128043
3232	135126	128043
3233	135148	128021
3234	135114	128055
3235	135154	128015
3236	135095	128074
3237	135173	127996
3238	135134	128035
3239	135128	128041
3240	135094	128075
3241	135189	127980
3242	135113	128056
3243	135126	128043
3244	135130	128039
3245	135152	128017
3246	135114	128055
3247	135151	128018
3248	135100	128069
3249	135163	128006
3250	135110	128059
3251	135151	128018
3252	135117	128052
3253	135177	127992
3254	135106	128063
3255	135118	128051
3256	135131	128038
3257	135156	128013
3258	135117	128052
3259	135160	128009
3260	135093	128076
3261	135155	128014
3262	135139	128030
3263	135127	128042
3264	135095	128074
3265	135195	127974
3266	135107	128062
3267	135136	128033
3268	135119	128050
3269	135154	128015
3270	135111	128058
3271	135154	128015
3272	135110	128059
3273	135160	128009
3274	135131	128038
3275	135120	128049
3276	135108	128061
3277	135187	127982
3278	135102	128067
3279	135141	128028
3280	135109	128060
3281	135167	128002
3282	135111	128058
3283	135150	128019
3284	135115	128054
3285	135142	128027
3286	135146	128023
3287	135131	128038
3288	135099	128070
3289	135183	127986
3290	135100	128069
3291	135134	128035
3292	135124	128045
3293	135164	128005
3294	135112	128057
3295	135152	128017
3296	135096	128073
3297	135171	127998
3298	135126	128043
3299	135122	128047
3300	135108	128061
3301	135188	127981
3302	135112	128057
3303	135128	128041
3304	135124	128045
3305	135149	128020
3306	135108	128061
3307	135174	127995
3308	135098	128071
3309	135153	128016
3310	135126	128043
3311	135134	128035
3312	135110	128059
3313	135170	127999
3314	135119	128050
3315	135125	128044
3316	135128	128041
3317	135163	128006
3318	135113	128056
3319	135155	128014
3320	135087	128082
3321	135170	127999
3322	135128	128041
3323	135130	128039
3324	135101	128068
3325	135181	127988
3326	135116	128053
3327	135122	128047
3328	135131	128038
3329	135167	128002
3330	135100	128069
3331	135159	128010
3332	135101	128068
3333	135164	128005
3334	135126	128043
3335	135123	128046
3336	135109	128060
3337	135189	127980
3338	135098	128071
3339	135135	128034
3340	135124	128045
3341	135148	128021
3342	135137	128032
3343	135147	128022
3344	135101	128068
3345	135144	128025
3346	135133	128036
3347	135144	128025
3348	135094	128075
3349	135194	127975
3350	135103	128066
3351	135135	128034
3352	135117	128052
3353	135158	128011
3354	135105	128064
3355	135152	128017
3356	135119	128050
3357	135159	128010
3358	135128	128041
3359	135127	128042
3360	135094	128075
3361	135193	127976
3362	135108	128061
3363	135137	128032
3364	135128	128041
3365	135145	128024
3366	135115	128054
3367	135154	128015
3368	135097	128072
3369	135159	128010
3370	135134	128035
3371	135128	128041
3372	135116	128053
3373	135179	127990
3374	135110	128059
3375	135126	128043
3376	135113	128056
3377	135176	127993
3378	135108	128061
3379	135155	128014
3380	135091	128078
3381	135163	128006
3382	135137	128032
3383	135123	128046
3384	135111	128058
3385	135181	127988
3386	135108	128061
3387	135131	128038
3388	135126	128043
3389	135159	128010
3390	135094	128075
3391	135172	127997
3392	135106	128063
3393	135152	128017
3394	135132	128037
3395	135125	128044
3396	135113	128056
3397	135175	127994
3398	135117	128052
3399	135128	128041
3400	135114	128055
